Title,Rating,Genre,Description,Release year,Casts,Country
Top Star Yoo Baek (2018),Three Stars,"Drama , Comedy , Drama , Romance , Korean | Episodes: 10","Yoo Baek is a former idol group member. He is now a popular singer and actor. He doesn't try to be a good guy to attract people. Yoo Baek is self-centered and he is brutally honest to others even if it hurts them. He makes big trouble for himself and travels to a faraway island to getaway. There, he meets warm people on the island including Oh Kang Soon. She runs a small supermarket and also dives to pick abalone and sea mustard. She is physically a very strong woman.",,"{'', 'Kim Ji Suk\nYoo Baek\nMain Role', 'Lee Sang Yeob\nChoi Ma Dol\nMain Role', 'Jung Eun Pyo\nKim Kook Seob\nSupport Role', 'Support Role', 'Heo Jin\nSupport Role', ""Jung Yi Rang\n[Dong Choon's Mom]\nSupport Role"", 'Jun So Min\nOh Kang Soon\nMain Role', 'Sung Byung Sook\nSupport Role', 'Jo Hee Bong\nSupport Role', ""Lee Han Wi\n[Ma Dol's Father]\nSupport Role"", 'Lee Ah Hyun\nAh Seo Ra\nSupport Role', 'Director', 'Heo Jung Min\nNam Jo\nSupport Role', 'Seo Il\nSupport Role', 'Yoo Hak Chan\nDirector', 'Ryu Seung Soo\nSeo Il\nSupport Role', ""Ye Soo Jung\n[Kang Soon's Grandmother]\nSupport Role""}",Korean
Guess My Next Move (2018),Three Stars,"Drama , Comedy , Fantasy , Game-Show , Kshow , Korean | Episodes 20","Ask the participants, “What kind of person is she or he?” Depending on what kind of relationship you are in with them, they think differently about you. The participants are the people around you. In this show, each week, new guest appears with their participants. Participants with different sight gather together and watch the guest’s real-life video with four emcees, Lee Su Geun, Jang Do Yeon, DinDin, and JR. In between the video stops and the participants has to guess the guest’s next move and the guest bet money on the improving relationship fund. The next move is unexpected. A game of guessing their everyday lives begins now.",,"{'', 'Lee Soo Geun\nMain Host', 'Jung Joon Young\n(Ep. 2)\nGuest', 'Guest', 'Jang Do Yeon\nMain Host', 'Choi Jong Hoon\n(Ep. 2)\nGuest', 'Choi Hyun Seok\n(Ep. 1)\nGuest', 'Defconn\n(Ep. 2)\nGuest', 'Sleepy\n(Ep. 1)\nGuest', 'Kim Jae Hyun\n(Ep. 1)\nGuest', 'DinDin\nMain Host', 'Seol Hyun\n(Ep. 1)\nGuest', 'Shin Ji Min\n(Ep. 1)\nGuest', 'JR\nMain Host'}",Korean
Encounter (2018),Three & Half Stars,"Drama , Drama , Romance , Korean | Episodes 16","Tells the story of Cha Soo Hyun, a woman who has never been able to truly lead a life of her own. As the daughter of a prominent politician, she is forced into an unhappy marriage with the heir to a wealthy conglomerate at a young age, and she eventually ends up getting divorced. Cha Soo Hyun’s life changes unexpectedly when she happens to meet Kim Jin Hyuk, an ordinary, innocent young man who knows how to find happiness in the small things. The heart-wrenching romance between the two, who appear to have nothing in common, ends up wreaking havoc on both of their lives.",,"{'', 'Lee Shi Hoon\nPark Han Gil\nSupport Role', 'Support Role', 'Jang Seung Jo\nJung Woo Seok\nSupport Role', 'Song Hye Kyo\nCha Soo Hyun\nMain Role', 'Jeon So Nee\nJoo Hye In\nSupport Role', 'Yoo Young Ah\nScreenwriter', 'Park Bo Gum\nKim Jin Hyuk\nMain Role', ""Moon Seung Geun\nCha Jong Hyun [Soo Hyun's Father]\nSupport Role"", ""Shin Jung Keun\nCha Jong Hyun [Jin Hyuk's Father]\nSupport Role"", ""Nam Ki Ae\nJin Mi Ok [Soo Hyun's Mother]\nSupport Role"", 'Park Shin Woo\nDirector', ""Pyo Ji Hoon\nKim Jin Myung [Jin Hyuk's younger brother]\nSupport Role"", 'Kim Hye Eun\nKim Sun Joo\nSupport Role', ""Cha Hwa Yun\n[Soo Hyun's Mother-in-Law]\nSupport Role"", ""Baek Ji Won\nJoo Yeon Ja [Jin Hyuk's Mother]\nSupport Role"", ""Nam Myung Shik [Soo Hyun's driver]\nSupport Role"", ""Go Chang Seok\nNam Myung Shik [Soo Hyun's driver]\nSupport Role"", ""Kwak Sun Young\nJang Mi Jin [Soo Hyun's Assistant]\nSupport Role"", 'Kim Joo Heon\nLee Dae Chan\nSupport Role'}",Korean
Secrets of Wildlife (2018),Three & Half Stars,"Drama , Comedy , Fantasy , Game-Show , Kshow , Korean | Episodes 8","In The Great Private Life of Animals, celebrities try to produce an animal documentary. They must research, trace and record the wild animals’ life. The show focuses on two things: one is the documentary itself. Their work is probably raw in terms of the technique, but the voice in it is very loud and clear: human and nature should live together. The other is the production story. Joy, frustration, and a sense of accomplishment in making a documentary will be another fun element of the show.",,not available,Korean
GOT7 Hard Carry 2 (2018),Three & Half Stars,"Drama , Comedy , Fantasy , Game-Show , Kshow , Music , Korean | Episode 50","The second season of ‘GOT7 Hard Carry’, where GOT7 shows off their talent by directing their own video contents",,not available,Korean
Memories of the Alhambra (2018),Three & Half Stars,"Drama , Mystery , Romance , Sci-Fi , Korean | Episodes 16","Yoo Jin Woo is the CEO of an investment company. While he is great at his work due to his strong desire for winning and his strong adventurous spirit, he is going through a hard time emotionally. He visits Granada, Spain on business and stays at an old hostel run by Jung Hee Joo. There, Yoo Jin Woo gets involved in a strange matter. ",,"{'', 'Lee Hak Joo\nKim Sang Beom\nSupport Role', 'Song Jae Jung\nScreenwriter', 'Kim Eui Sung\nCha Byung Jun\nSupport Role', 'Jo Hyun Chul\nChoi Yang Ju\nSupport Role', 'Lee Re\nJung Min Joo\nSupport Role', 'Kim Do Yeon\nUnknown', 'Lee Soo Jin\nSupport Role', 'Park Shin Hye\nJung Hee Joo\nMain Role', 'Park Chan Yeol\nJung Se Joo\nSupport Role', 'Han Bo Reum\nGo Yoo Ra\nSupport Role', 'Ahn Gil Ho\nDirector', 'Hyun Bin\nYoo Jin Woo\nMain Role', 'Kim Yong Rim\nOh Young Shim\nSupport Role', 'Lee Shi Won\nLee Soo Jin\nSupport Role', 'Park Hoon\nCha Hyun Suk\nSupport Role', 'Han Da Sol\nUnknown', 'Oh Young Shim\nSupport Role', 'Screenwriter', 'Min Jin Woong\nSeo Jung Hoon\nSupport Role', 'Lee Seung Jun\nPark Sun Ho\nSupport Role'}",Korean
Priest (2018),Three Stars,"Drama , Horror , Medical , Supernatural , Thriller , Korean | Episodes 16","Oh Soo Min is a former doctor, but he is now a Catholic priest. He performs exorcisms. Meanwhile, Ham Eun Ho is a doctor in the emergency room of a hospital. One day, Oh Soo Min goes to the hospital where Ham Eun Ho works. She gets involved with him.",,"{'', 'Lee Gun Myung\nLee Ki Hong\nSupport Role', 'Yoo Bi\nJung Yong Pil\nSupport Role', 'Lee Young Suk\nSupport Role', 'Moon Man Se\nScreenwriter', 'Son Jong Hak\nGu Do Kyun\nSupport Role', 'Kim Jong Hyun\nDirector', 'Moon Sook\nSupport Role', 'Jang Won Hyung\nJang Won Suk\nSupport Role', 'Jang Jung Yeon\nSupport Role', 'Jang Hee Ryung\nKim Yoo Ri\nSupport Role', 'Jung Yoo Mi\nHam Eun Ho\nMain Role', 'Kang Kyung Hun\nCha Seon Young\nSupport Role', 'Park Jung Won\nSong Mi So\nSupport Role', 'Oh Yeon Ah\nShin Mi Yeon\nSupport Role', 'Min Ji\nJang Kyung Ran\nSupport Role', 'Screenwriter', 'Lee Ki Hong\nSupport Role', 'Yeon Woo Jin\nOh Soo Min\nMain Role', 'Park Yong Woo\nMoon Ki Sun\nMain Role'}",Korean
Dae Jang Geum is Watching (2018),Four Stars,"Drama , Drama , Food , Korean | Episodes 12",This drama follows the lives of 2 brothers and 1 sister who are huge fans of food. San Hae is the oldest sibling and has an excellent sense of taste. He works at a company and starts dating the rookie employee Bok Seung Ah. Jin Mi is the second sibling and she has an excellent sense of smell. Jung Shik is the youngest sibling and he has excellent cooking skills. He is also a vlogger on Youtube. ,,"{'Ki Do Hoon\n[Convenience store customer]\nSupport Role', 'Lee Yeol Eum\nHan Jin Mi\nMain Role', 'Kwon Yoo Ri\nBok Seung Ah\nMain Role', 'Kim Hyun Joon\nHan Jung Shik\nMain Role', 'Shin Dong Wook\nHan San Hae\nMain Role', 'Jung Yi Rang\nLee Na Yeong\nSupport Role', 'Lee Min Hyuk\nMain Role'}",Korean
Drama Stage Season 2: Water Scale (2018),Two & Half Stars,"Drama , Drama , Romance , Korean | Episodes 10","When Yoon Seul was 19, something happened to her. She has never forgotten that. Yoon Seul sometimes goes back to her hometown and gives a hard time to Jin Chul. Jin Chul has never apologized to Yoon Seul about the choice he made when he was 19. ",,"{'Jun Sung Woo\nJin Chul\nMain Role', 'Kim Ye Eun\nYoon Seul\nMain Role'}",Korean
Madam Cha Dal Rae’s Love (2018),Three Stars,"Drama , Comedy , Romance , Korean | Episodes: 120","This drama is about 3 middle age-women, Cha Jin Ok (Ha Hee Ra), Oh Dal Sook (Ahn Sun Young) and Nam Mi Rae (Go Eun Mi). They are friends who graduated from the same high school and they believe they are leading happy lives, but they face a crisis in their lives.",,not available,Korean
Cherry Bullet (2018),Three Stars,"Drama , Comedy , Fantasy , Game-Show , Kshow , Korean | Episodes 50","Cherry Bullet, the new girl group from FNC Entertainment, comes to meet potential fans through a reality show. In each episode, ten girls make three small teams and create unique and interesting contents. As the creators, the girls develop and produce short videos by themselves and communicate with fans. The show covers their everyday lives in the dorm, and sometimes, their bare faces and candor. Winners of every mission get a special benefit. Are you ready to fall into the Cherry Bullet girls?",,not available,Korean
Apart Together (2018),Two & Half Stars,"Drama , Comedy , Fantasy , Game-Show , Kshow , Korean | Episodes 40","What if a married couple were given alone time apart from each other? In this reality program, celebrity couples realize the true value of being together after spending time alone.",,not available,Korean
God’s Quiz Season 5 (2018),Three Stars,"Drama , Detective , Investigation , Medical , Korean | Episodes 12","After Han Jin Woo gets involved with an unexpected case, he returns to the medical examiner office for the first time in 4 years.",,"{'Yoo Jung Rae\nIm Shi Hyun\nSupport Role', 'Yoon Bora\nJung Seung Bin\nSupport Role', 'Park Jun Myun\nJo Yeong Shil\nSupport Role', 'Park Hyo Joo\nMoon Soo An\nMain Role', 'Yoon Joo Hee\nKang Kyung Hee\nMain Role', 'Ryu Deok Hwan\nHan Jin Woo\nMain Role', 'Kim Ki Doo\nNam Sang Bok\nSupport Role', 'Kim Joon Han\nKwak Hyun Min\nSupport Role', 'Kim Jae Won\nHyun Sang Pil\nSupport Role'}",Korean
Original Sin (2018),Three Stars,"Drama , Crime , Suspense , Korean | Episodes 25","A lawyer who has been sentenced to jail becomes successful in business after serving time. A cop with a flourishing career solves case after case. The two people who are on opposite sides of the law are forced to join hands. Chi Zhen (Zhai Tianlin) uses his wits and courage to outsmart the rich and power, making him a thorn in the side of the police force and earning him notoriety in other circles. Meanwhile, model student Lu Li (Yin Zheng) graduates from police academy at the top of his class and commences his dream career in the police force. After cracking a series of tough cases, he is promoted to chief of police within just a few years. Four years on, Chi Zhen and Lu Li’s paths fatefully cross. Though polar opposites to begin with, the ex-convict and chief of police put their differences behind them and come to trust and rely on each other. ",,"{'Bai Michelle\nSupport Role', 'Zhai Ronald\nChi Zhen\nMain Role', 'Li Ruo Ning\nWen Miao Ling\nSupport Role', 'Yin Andrew\nLu Li\nMain Role'}",Korean
Secrets and Lies (2018),Three Stars,"Drama , Drama , Melodrama , Korean | Episodes 120","Han Woo Jung (Seo Hae Won) has a bright personality. She is betrayed by her best friend Shin Hwa Kyung (Oh Seung Ah). Because of the betrayal, her life is ruined. She keeps pursuing her dream and never loses hope.",,"{'Lee Joong Moon\nYoon Jae Bin\nMain Role', 'Oh Seung Ah\nShin Hwa Kyung\nMain Role', 'Lee Il Hwa\nOh Yeon Hee\nSupport Role', 'Kim Kyung Nam\nYoon Do Bin\nMain Role', 'Seo Hae Won\nHan Woo Jung\nMain Role'}",Korean
Children of Nobody (2018),Three Stars,"Drama , Drama , Mystery , Korean | Episodes 32","Cha Woo Kyung is a child counselor who works at a children’s center. Her life seems perfect since she is married to a great husband and is pregnant. However, her perfect life doesn't last long, when an accident changes her life. She then meets Kang Ji Hun, a detective who is hurt for hiding his troubling past but is strict toward criminals and believes they should be punished to the full extent. ",,"{'', 'Joo Ye Rim\nKim Eun Seo\nSupport Role', 'Oh Hye Won\nCha Se Kyung\nSupport Role', 'Ha Eun Soo\nLee Yeon Joo\nSupport Role', 'Yeon Je Hyung\nKwon Chan Wook\nSupport Role', 'Support Role', 'Kim Sun Ah\nCha Woo Kyung\nMain Role', 'Joo Seok Tae\nYoon Tae Joo\nSupport Role', 'Lee Yi Kyung\nKang Ji Heon\nMain Role', 'N\nLee Eun Ho\nSupport Role', ""Na Young Hee\n[Cha Woo Kyung's mother]\nSupport Role"", 'Kim Young Jae\nKim Min Seok\nSupport Role', 'Nam Gyu Ri\nJeon Soo Young\nMain Role'}",Korean
"My Lawyer, Mr. Jo 2: Crime and Punishment (2019)",Two & Half Stars,"Drama , Comedy , Drama , Investigation , Law , Korean | Episodes 40","The story of Deul Ho continues, about a once prosecutor turned lawyer who is currently unemployed. After a legal battle, his license is revoked for a short time, and he leaves the law for some peace of mind. Unbeknownst to him, he will not be left in peace. ~~ Based on the original webtoon “Dongnebyunhosa Jodeulho / 동네변호사 조들호” by Hatchling. (Source: HanCinema)",,"{'', 'Lee Min Ji\nYoon So Mi\nSupport Role', 'Han Min\nSupport Role', 'Park Shin Yang\nJo Deul Ho\nMain Role', 'Han Sang Woo\nDirector', 'Go Hyun Jung\nIm Jung Hee\nMain Role', 'Hong Kyung\nBaek Seung Hoon\nSupport Role', 'Jung Hee Tae\nPark Woo Sung\nSupport Role', 'Yoon Jeong Geon\nSupport Role', 'Kwon Hyuk\nKook Jong Seob\nSupport Role', 'Jo Dal Hwan\nAn Dong Chool\nSupport Role', 'Kim Bup Rae\nYoo Chang Ho\nSupport Role', 'Choi Seung Kyung\nKang Man Soo\nSupport Role', 'Oh Jung Ja\nSupport Role', 'Son Byung Ho\nBaek Do Hyun\nSupport Role', 'Seo Yi Sook\nShin Mi Sook\nSupport Role', 'Choi Wan Kyu\nScreenwriter', 'Byun Hee Bong\nKook Hyun Il\nSupport Role', 'Jung Joon Won\nKook Jong Bok\nSupport Role', 'Yoon Joo Man\nChoi Hyung Tak\nSupport Role'}",Korean
A Desired Cruise (2018),Two & Half Stars,"Drama , Comedy , Fantasy , Game-Show , Kshow , Korean | Episodes 40","Here comes an ultimate experience for everybody's dream travel! A Desired Cruise features 8 celebrities who get on board on a luxury cruise ship to experience every aspect of the voyage. The cruise ship sails on the Mediterranean sea, from Spain, UK, and France to Italy. For eight days, they can appreciate the absolute beauty of the sea. They also have fun at private parties on the ship and enjoy sightseeing at the beautiful cities. But, not everybody has the luxury. Some of them have to be a crew and works very hard to serve the customers. Every day, celebs play games to decide who gets the pleasure to experience the other side of the cruise.",,not available,Korean
Visiting Teacher (2018),Three Stars,"Drama , Comedy , Fantasy , Game-Show , Kshow , Vampire , Korean | Episodes: 50","K-pop artists become teachers! In this variety program, K-pop artists visit teens as teachers who will become mentors for the teenage students who are struggling with school.",,not available,Korean
Chart and GO (2018),Three Stars,"Drama , Comedy , Fantasy , Game-Show , Kshow , Korean | Episodes 25","Chart & Go is a new type of city guide. It takes you to places where you don’t get many search results about. Travelers don’t know, but they are always crowded with the locals. Great restaurants, hot places, and shopping lists verified by the locals are introduced in this show. Jo Se Ho hosts the show and makes chart with the videos sent by the locals. Stay tuned for the city guide guaranteed by the locals.",,not available,Korean
World Communcation (2018),Two & Half Stars,"Drama , Comedy , Fantasy , Game-Show , Kshow , Korean | Episodes: 50","By providing insight and perspective of foreign correspondents on various issues of Korea, the program helps viewers expand their horizons and draw connections between issues at home and global context.",,not available,Korean
Welcome First Time in Korea (2017),Two & Half Stars,"Drama , Game-Show , Kshow , Korean | Episodes 100+","In 2007, Seoul was chosen as one of the 10 must-visit cities in the world. Through this program that features a Korean tour of friends from all around the world, viewers find hidden gems across Korea and see familiar cultural phenomena and landscapes from different angles.",,not available,Korean
Seoul International Drama Awards (2018),Three Stars,"Drama , Comedy , Fantasy , Game-Show , Kshow , Vampire , Korean | Episode 50","The hottest actors, producers, and writers gather together to celebrate Seoul International Drama Awards 2018. In 2018, many dramas captured the hearts of the viewers around the world, and to celebrate it, actors, producers, and writers from all around the world join this year’s prestigious award ceremony. Who are the actors and actresses who showed outstanding performances this year? Some of the awards include Drama of the Year Award, Excellent Actor or Actress Award, Excellence in Acting Award, and Top Excellence in Acting Award. The honor of receiving the awards will go to the most qualified nominees. Jun Hyun Moo and Soo Young, as the emcees, will announce the winners. Stay tuned to find out who will win these awards!",,not available,Korean
