Title,Rating,Genre,Description,Casts,Country
Legal Mavericks (2017),Three Stars,"Drama , Crime , Law , HK | Episodes 28","Different from an ordinary lawyer series, the main characters in this series are a blind lawyer whose senses transcend sight and has an extraordinary sense of touch, a private investigator who uses grey-area tactics to collect evidence, a female paralegal with a triad background, and a liberal judge who challenges the legal industry's conservative culture. They all have one commonality, that is, in order to defend justice, they are willing to use borderline tactics. The cases in this series will mostly reflect the rights of special groups, including the elderly, women and children, the disabled, those with mental disorders and transgender people... These special groups are actually all around us. Through the profession and tactics of the four main characters, the multi-perspectives make the audience think about the law. For example, a case of a young girl breaking into a house and assaulting someone brings together blind lawyer Vincent Wong, private investigator Owen Cheung, paralegal Sisley Choi and judge Ali Lee. At the same time as finding the truth in the case, the fates of the four people become linked together. With case after case that reflects the legal rights of special groups, the relationship between them also changes...","{'', 'Law Lok Lam\nMan Gan Ching\nSupporting Role', 'Lo Ray\n[Police]\nGuest Role', 'Wong Vincent\nMan San Hap / ""Hope""\nMain Role', 'Choi Sisley\nChiu Ching Mui / ""Deanie""\nMain Role', 'Wong Hugo\nFa Yeh\nSupporting Role', 'Supporting Role', 'Chan Hebe\nGuest Role', 'Wong Chun\nChiu Cheung Fung\nSupporting Role', 'Sinn Pal\nDai Dak Yan / ""T.Y.""\nSupporting Role', 'Hui Jack\nDai Tin Yau\nSupporting Role', 'Chiang Angel\nHo Shuk Kei\nGuest Role', 'Tam Zoie\nNgai Yu Chan\nGuest Role', 'Chu Tracy\nDai Tin Yan / ""Yanice""\nSupporting Role', 'Ho Quinn\nLuk Ka Yat\nSupporting Role', 'Lee Ali\nWong Lai Fan / ""Never""\nMain Role', 'Cheung Owen\nKuk Yat Ha / ""Gogo""\nMain Role', 'Lam Gilbert\nWai Kwok Ham / ""Gotham""\nSupporting Role'}",HongKong
"A General, A Scholar and An Eunuch (2017)",Three Stars,"Drama , Comedy , Historical , Sci-Fi , HK | Episodes 32","During the late reign of the Wanli Emperor of the Ming Dynasty, the crown prince (Bob Cheung) had frequent conflicts with the eunuch faction, led by Timothy Cheng. Timothy secretly sends Eastern Depot officials after the crown princess (Grace Wong). Under the protection of Edwin Siu, Raymond Cho and eunuch Matthew Ho, the crown princess flees to an isolated, hazy forest. Amidst the chaos, the three of them and the crown princess get lost. When they emerge from the fog, they discover that they have traveled 400 years and arrived in the 21st century.","{'Zhu Rebecca\nUnknown Role', 'Tin Kristal\nUnknown Role', 'Wong Grace\nUnknown Role', 'Siu Edwin\nUnknown Role', 'Ho Matthew\nUnknown Role', 'Cho Raymond\nUnknown Role'}",HongKong
Margaret and David - Green Bean (2016),Two & Half Stars,"Drama , Drama , HK | Episodes 30","Before meeting each other, Margaret and David both have their past relationships respectively. Margaret meets her then ex-boyfriend on a rainy day while waiting for a bus. David meets his then ex-girlfriend on his first day of a new job.","{'Liu Bernice\nDiamond\nSupporting Role', 'Chau Catherine\nMa Ka Lei\nMain Role', 'Lam Bowie\nDai Wai\nMain Role', 'Yuen Kathy\nCandy\nSupporting Role'}",HongKong
News Magazine (2017),Three & Half Stars,"Drama , Game-Show , HK",高清翡翠台周六及周日，黃金時段會有全新組合、全新安排。 無線電視新聞部製作的《新聞透視》及《星期日檔案》節目，播出已經超過二十年。由十月開始，兩個新聞時事及新聞紀錄片節目，均會加上普通話旁白，讓觀眾以麗音功能選擇播放語言。隨華語日漸普及，加上普通話旁白的時事節目，更能切合觀眾所需。,not available,HongKong
Line Walker (2014),Three Stars,"Drama , Action , Comedy , Crime , Drama , Investigation , Romance , HK | Episodes 31","Chief inspector of Hong Kong’s Criminal Intelligence Bureau, Cheuk Hoi, remains suspicious over his close colleague’s mysterious death. Adding to the enigma, he discovers that the five undercover agents who were in constant contact with his dead friend have all vanished. Since the agents possess top secrets relevant to the police force and society’s safety, Cheuk Hoi is determined to find them for some answers. The first undercover agent Cheuk Hoi encounters is Ting Siu Ka, who appears to be the owner of a foot spa parlor. Siu Ka hopes to restore her true identity, and thus agrees that she will infiltrate the triads. She deliberately gets close to a popular member of a gambling group, Sit Ka Keung. The two later develop a whimsical relationship based on lies and deceit. Just as Siu Ka is about to unravel the hidden truth, Cheuk Hoi suddenly orders her to halt the operation. Mok Sin Yan from the Independent Commission Against Corruption bureau intervenes in the case instead. Cheuk Hoi is then introduced to Sin Yan’s elder sister, Mok Sin Ching. At the same time, the head of the triad group, Tam Foon Hei is released from prison. His assistant, Lin Ho Kan, catches Cheuk Hoi’s attention with his many tactics. Soon enough, the police and triad members are entangled within their game of cat and mouse in the fight for justice.","{'', 'Ko Samantha\nHong Chi Yan / ""Jojo""\nSupporting Role', 'Chan Skye\nTse On Yee / ""Ada""\nSupporting Role', 'Sum Sammy\nLin Hou Fan\nMain Role', 'Cheung Owen\nAh Fo / ""Fire""\nSupporting Role', 'Hui Benz\nTam Foon Hei\nSupporting Role', 'Hon Mary\nFung Wai Fong / ""Rose""\nSupporting Role', 'Pang Eddie\nYau Tat Fu\nSupporting Role', 'Leung Toby\nBo Yun Hing\nSupporting Role', 'Lui Rosanne\nLau Mei Ang / ""Nancy""\nSupporting Role', 'Lau Kong\nKwok Hok Wah\nSupporting Role', 'Kong Elena\nMok Sin Qing\nMain Role', 'Lam Raymond\nSit Ka Keung\nMain Role', 'Yip Siu Leong\nSupporting Role', 'Sheh Charmaine\nDing Siu Ka\nMain Role', 'Leung Oscar\nMuk Sat / ""Bug""\nSupporting Role', 'Chung King Fai\nChin Shui On\nGuest Role', 'Chan Sharon\nMok Sin Yan\nMain Role', 'Lo Ray\nUnknown Role', 'Supporting Role', 'Miu Michael\nCheuk Hoi\nMain Role'}",HongKong
Black Heart White Soul (2014),Three Stars,"Drama , Drama , HK | Episodes 30","Tam Mei Ching who has low moral consciousness takes the rap for her boyfriend who has committed a crime. After serving her sentence, Ko Zit Hang, a lawyer helps her start afresh by giving her a job at his law firm. Ko initially had a bright future ahead but was crashed when rookie police Cheung Lap Guen accidentally hurt him when he was on a mission, causing Ko to be wheelchair bounded for the rest of his life. At the same time, this creates an opportunity for the two to break the law. As Ko's hidden conspiracies is exposed, Cheung harbors him out of guilt.","{'', 'Tin Kristal\nTam Mei Zhan / ""May""\nMain Role', 'Lee Becky\nChiu Man Fai / ""Denise""\nSupporting Role', 'Wong Hugo\nZhu Tian', 'Lee Waise\nDuk Yi King / ""Henry""\nMain Role', 'Ng Ron\nCheung Lap Dong / ""Funny""\nMain Role', 'Shum Jennifer\nEva\nSupporting Role', 'Cheung Louis\nMa Kai Yuen / ""Marco""\nMain Role', 'Wong Parkman\nSiu Wing Kwong\nSupporting Role', 'Yeung Matt\nLau Ngan / Ah Fo\nSupporting Role', 'Lau Lisa\nDuk Cheok Chi / ""Gillian""\nSupporting Role', 'Ng Amy\nNews Caster\nSupporting Role', 'Yiu Claire\nYip Yeng Sum\nSupporting Role', 'Lau Kong\nGou Lam\nSupporting Role', 'Chan Jason\nWung Zi Chung / ""Alvis""\nSupporting Role', 'Yip Fanny\nKatie\nSupporting Role', 'Wong Derek\nGou Zhi Ming / ""Benjamin""\nSupporting Role', 'Kwok Roger\nGou Zit Hang / ""Matt""\nMain Role', 'Sheung Kiki\nSin Wai Ying / Madam Sin\nSupporting Role', 'Cheung Russell\nSupporting Role'}",HongKong
Bet Hur (2017),Three Stars,"Drama , Drama , HK | Episodes 35","Wireless and Wang Jing cooperation remake ""king of the king"", invited Xie Xian out of the mountains, partner shot Shechmann, Ma Guoming and so on. Fashion show, to the casino heroes as the theme, April shooting, shooting in Hong Kong and Shenzhen. 79-year-old brother asked his body so incredibly good, do not worry about suffer more night. Charmaine Sheh is looking forward to working with Mahone, she knows and Ma Guoming more opponents play.","{'Ma Kenneth\nChow Goon Jai\nMain Role', 'Sheh Charmaine\nSze Siu Dung\nMain Role', 'Yeung Matt\nSupporting Role', 'Chan Monica\nSap Sam Mui\nSupporting Role', 'Ko Samantha\nChing Siu Bak\nSupporting Role', 'Ho Dominic\nSiu Sai Gor\nSupporting Role', 'Tse Patrick\nMain Role', 'Lee Joseph\nTo Dung Hoi\nSupporting Role', 'Wong Raymond\nChui Sui Man\nMain Role'}",HongKong
A Nail Clipper Romance (2017),Three Stars,"Movie , Comedy , Romance , HK | 93 Min","Sean is a Chinese-American amateur surfer in Hawaii who, after a series of bad relationships, is afraid to open up his heart again. Things change when he comes across a kind-hearted tattoo artist named Emily. She's beautiful, yet down-to-earth, a good girl with a mild playful side. Everything is perfect until, one day, Emily confesses that she is a 'nail clipper monster,' a special sub-type of humans that only eats nail clippers. But Sean finds this very hard to believe. Can love help him override his suspicions and make him trust her and this tall tale?","{'Cai Jacky\nSupporting Role', 'Cheng Ekin\nSupporting Role', 'Hsu Tiffany\nSupporting Role', 'Zhou Dongyu\nEmily\nMain Role', 'Chang Joseph\nSean\nMain Role'}",HongKong
Call of Heroes (2016),Three Stars,"Movie , Action , Thriller , HK | 120 Min","Set in 1914 following the collapse of the Qing dynasty, the film tells the story of a group of villagers standing up to a cruel young warlord.","{'', 'Wu Jing\nCheung Yik\nMain Role', 'Jiang Maggie\nPak Ling\nSupporting Role', 'Peng Eddie\nMa Fung\nMain Role', 'Liu Kai Chi\nLiu Kap-cheung\nSupporting Role', 'Main Role', 'Yuan Quan\nChow So-so\nSupporting Role', 'Lau Ching Wan\nYeung Hak-nan\nMain Role', 'Long De\n[Robber]\nSupporting Role', 'Keung Philip\nLee Tit-ngau\nSupporting Role', 'Xing Yu\nWong Wai-fu\nSupporting Role', 'Ng Berg\nShum Ting\nSupporting Role', 'Koo Louis\nCho Siu-lun\nMain Role'}",HongKong
Love Contractually (2017),Three Stars,"Movie , Romance , HK | 98 Min","Bo is the new assistant to Jin, a beautiful CEO. But he is yet to know the real motive of hiring him. In a trip to Paris, the pair is romantically involved. Jin gets pregnant and breaks up with Bo. What kind of game is Jin playing? Bo goes to Paris again to discover the hidden truth","{'Chang Joseph\nMain Role', 'Lam Suet\nUnknown Role', 'Cheng Sammi\nMain Role'}",HongKong
Once Upon a Time in the Northeast (2017),Three Stars,"Movie , Action , Comedy , HK | 99 Min","The film tells the story of several different characters in the northeastern youth of Hong Kong, with no interest in falling into the trap of the villain, always end up falling and then must use their wits to get out of trouble.","{'Chin Shih Chieh\nSupporting Role', 'Qu Jing Jing\nSupporting Role', 'Wang Vivian\n[Mysterious person]\nUnknown Role', 'Wang Xun\nMain Role', 'Liang Chao\nSupporting Role', 'Li Xiao Lu\nSupporting Role', 'Jia Jerry\nMain Role', 'Tsang Eric\nSupporting Role'}",HongKong
29+1 (2017),Two & Half Stars,"Movie , Life , HK | 109 Min","Opening a new page in her career, Hong Kong theater actress and writer Kearen Pang turns her 2005 one-woman show 29 1 into her first feature film about two women at life’s crossroads as they approach the big 3-0. Faced with work stress, aging parents and a stagnant romance, 29-year-old Christy, like many others her age, is gripped with insecurity about her present and future. Single and unaccomplished but nonetheless optimistic, Joyce makes a different choice at age 29: She packs her bags and pursues her childhood dream. These two strangers who share the same birthdate form a deep invisible connection when Christy moves into Joyce’s apartment and begins to read her journal.","{'Jin Elaine\nSupporting Role', 'Cheng Joyce\nWong Tin-Lok\nMain Role', 'Chau Chrissie\nChristy Lam\nMain Role'}",HongKong
Dealer Healer (2017),Three Stars,"Movie , Crime , Drama , HK | 100 Min","The movie is based on a true story about a repented gangster preaching the word of God and guiding his brotherhood to turn over a new leaf. Chen once was the leader of the famous gang ""The 13 Tsz Wan...","{'Zhang Max\nUnknown Role', 'Lau Ching Wan\nUnknown Role', 'Lam Gordon\nUnknown Role', 'Jiang Yi Yan\nUnknown Role', 'Ng Man Tat\nUnknown Role', 'Koo Louis\nUnknown Role', 'Tam Patrick\nUnknown Role'}",HongKong
Ghost of Relativity (2015),Three Stars,"Drama , Comedy , Supernatural , HK | Episodes 28","Keung Yung has had a crush on her co-worker Timmy Chiu Wai Kan for over ten years, but she is too afraid to confess her feelings. One night while talking on the phone with her other co-worker Shun Suk Mui, Yung is electrocuted to death because of her bootlegged phone. Regretful of not being able to fulfill her romantic wishes in life, she uses Suk Mui, who is the only person that can see her due to their final phone conversation, to pursue Timmy.","{'Tin Kristal\nShun Suk Mui / ""May""\nMain Role', '', 'Yeo Vivien\nLaw Lai Fa / ""Lolita""\nSupporting Role', 'Tam Zoie\nAnnie\nSupporting Role', 'Ma Celine\nMa May Zing\nSupporting Role', 'Kwan Eddie\nLei On Lup / ""Hugo""\nSupporting Role', 'Yeung Bobo\nCathy\nSupporting Role', 'Chung Kayley\nGigi\nSupporting Role', 'Kwan C\nLai A Mo / ""Momo""\nSupporting Role', 'Lee Yee Man\nAngie\nSupporting Role', 'Chiang Ram\nNgai Ti Man\nSupporting Role', 'Chan Moses\nChiu Wai Kan / ""Michael""\nMain Role', 'Wu Nancy\nKeung Yung / ""Gin""\nMain Role', 'Supporting Role', 'Wong Tai Lung\nSupporting Role', 'Cheung Carat\nAnna\nSupporting Role', 'Chu Mimi\nKeung Law Sze\nSupporting Role', 'Helen\nSupporting Role', 'Ho Anthony\nKeung Chung\nSupporting Role', 'Ngo Pierre\nCha Lei / ""Charlie""\nSupporting Role'}",HongKong
Hidden Faces (2015),Three Stars,"Drama , Drama , HK | Episodes 18","Three face shape medicine"" (English: Hidden Faces), a Hong Kong television (HKTV) medical drama produced fashion by Frankie Lam , David Chiang , IWILL , Yang Qi and Chen Yuchen starring. The play will be presented in Hong Kong television history's first true face of cosmetic surgery drama, the play will disclose the real process of plastic surgery, with special effects make-up and shooting techniques, showing almost lifelike before and after surgery, in order to stimulate the audience's visual effects.","{'Lam Rachel\nKelly\nSupporting Role', 'Chiang Lesley\nChui Man Yee\nSupporting Role', 'Chiang David\nDr. Chui Chun Pong\nMain Role', 'Tsui Wilson\nDr. Chan Pun Yuen\nMain Role', 'Chan Sam\nLam Chi Ho\nSupporting Role', 'Yeung Kate\nSupporting Role', 'Lau Rain\nChiu Choi King\nSupporting Role', 'Lam Frankie\nDr. Cheuk Tin Nam\nMain Role'}",HongKong
